"User_ID","UTC_Time","Account","Operation","Coin","Change","Remark"
"62802503","2021-01-29 18:18:07","Spot","Withdraw","ADA","-147.85200000","Withdraw fee is included"
"62802503","2021-01-30 22:13:01","Spot","Sell","LRC","-54.00000000",""
"62802503","2021-01-30 22:13:01","Spot","Fee","BTC","-7.8E-7",""
"62802503","2021-01-30 22:13:01","Spot","Buy","BTC","0.00077868",""
"62802503","2021-01-31 19:34:18","Spot","Sell","BTC","-0.00104200",""
"62802503","2021-01-31 19:34:18","Spot","Fee","ADA","-0.10000000",""
"62802503","2021-01-31 19:34:18","Spot","Buy","ADA","100.00000000",""
"62802503","2021-01-31 19:50:12","Spot","Deposit","DOGE","1681.99996800",""
"62802503","2021-01-31 19:57:06","Spot","Withdraw","ADA","-99.90000000","Withdraw fee is included"
"62802503","2021-02-03 21:59:17","Spot","Binance Convert","BTC","-0.00217439",""
"62802503","2021-02-03 21:59:17","Spot","Binance Convert","LTC","0.52039192",""
"62802503","2021-02-03 22:12:10","Spot","Withdraw","DOGE","-1681.99996800","Withdraw fee is included"
"62802503","2021-02-03 22:18:06","Spot","Withdraw","LTC","-0.52039192","Withdraw fee is included"
"62802503","2021-02-06 19:40:17","Spot","Deposit","LTC","2.57465067",""
"62802503","2021-02-06 19:47:07","Spot","Binance Convert","ADA","258.74493183",""
"62802503","2021-02-06 19:47:07","Spot","Binance Convert","LTC","-1.00000000",""
"62802503","2021-02-06 19:47:20","Spot","Binance Convert","USDT","249.00265975",""
"62802503","2021-02-06 19:47:20","Spot","Binance Convert","LTC","-1.57465067",""
"62802503","2021-02-06 20:51:05","Spot","Withdraw","ADA","-258.74493100","Withdraw fee is included"
"62802503","2021-02-07 17:38:07","Spot","Deposit","DOGE","832.00000000",""
"62802503","2021-02-07 17:44:26","Spot","Buy","USDT","56.83475200",""
"62802503","2021-02-07 17:44:26","Spot","Fee","USDT","-0.05683475",""
"62802503","2021-02-07 17:44:26","Spot","Sell","DOGE","-832.00000000",""
"62802503","2021-02-08 18:40:47","Spot","Fee","XLM","-0.06910000",""
"62802503","2021-02-08 18:40:47","Spot","Buy","XLM","69.10000000",""
"62802503","2021-02-08 18:40:47","Spot","Sell","USDT","-27.43822800",""
"62802503","2021-02-08 18:41:07","Spot","Buy","XLM","315.90000000",""
"62802503","2021-02-08 18:41:07","Spot","Sell","USDT","-125.43757200",""
"62802503","2021-02-08 18:41:07","Spot","Fee","XLM","-0.31590000",""
"62802503","2021-02-08 18:41:49","Spot","Sell","USDT","-152.86840400",""
"62802503","2021-02-08 18:41:49","Spot","Fee","ADA","-0.21580000",""
"62802503","2021-02-08 18:41:49","Spot","Buy","ADA","215.80000000",""
"62802503","2021-02-08 19:09:05","Spot","Withdraw","XLM","-452.54055350","Withdraw fee is included"
"62802503","2021-02-08 19:15:04","Spot","Withdraw","ADA","-215.58420000","Withdraw fee is included"
"62802503","2021-02-10 19:51:13","Spot","Deposit","LTC","0.78635798",""
"62802503","2021-02-10 19:51:57","Spot","Buy","USDT","141.37786650",""
"62802503","2021-02-10 19:51:57","Spot","Fee","USDT","-0.14137787",""
"62802503","2021-02-10 19:51:57","Spot","Sell","LTC","-0.78635000",""
"62802503","2021-02-11 19:07:38","Spot","Binance Convert","USDT","-141.27286163",""
"62802503","2021-02-11 19:07:38","Spot","Binance Convert","ADA","146.19147376",""
"62802503","2021-02-14 21:30:01","Spot","Fee","USDT","-0.01972386",""
"62802503","2021-02-14 21:30:01","Spot","Buy","USDT","19.72386300",""
"62802503","2021-02-14 21:30:01","Spot","Sell","TRX","-349.90000000",""
"62802503","2021-02-14 21:31:01","Spot","Buy","VET","360.00000000",""
"62802503","2021-02-14 21:31:01","Spot","Sell","USDT","-19.65924000",""
"62802503","2021-02-14 21:31:01","Spot","Fee","VET","-0.36000000",""
"62802503","2021-02-15 19:27:08","Spot","Withdraw","ADA","-146.19147400","Withdraw fee is included"
"62802503","2021-02-15 20:06:05","Spot","Withdraw","VET","-359.64000000","Withdraw fee is included"
"62802503","2021-02-16 21:37:08","Spot","Deposit","LTC","0.90935567",""
"62802503","2021-02-16 21:38:02","Spot","Binance Convert","ADA","217.42107591",""
"62802503","2021-02-16 21:38:02","Spot","Binance Convert","LTC","-0.90936365",""
"62802503","2021-02-16 22:21:06","Spot","Withdraw","ADA","-217.42107600","Withdraw fee is included"
"62802503","2021-03-06 20:26:06","Spot","Deposit","CZK","1226.25000000",""
"62802503","2021-03-06 20:26:07","Spot","Transaction Related","BTC","0.00111500",""
"62802503","2021-03-06 20:26:07","Spot","Transaction Related","CZK","-1226.25000000",""
"62802503","2021-03-06 20:34:33","Spot","Deposit","DOGE","796.54562644",""
"62802503","2021-03-06 20:38:42","Spot","Binance Convert","USDT","39.67872556",""
"62802503","2021-03-06 20:38:42","Spot","Binance Convert","DOGE","-796.54562644",""
"62802503","2021-03-06 20:40:04","Spot","Binance Convert","BTC","0.00081851",""
"62802503","2021-03-06 20:40:04","Spot","Binance Convert","USDT","-39.72362470",""
"62802503","2021-03-16 20:56:06","Spot","Deposit","LTC","0.90404019",""
"62802503","2021-03-16 21:00:03","Spot","Fee","USDT","-0.18063623",""
"62802503","2021-03-16 21:00:03","Spot","Buy","USDT","180.63623240",""
"62802503","2021-03-16 21:00:03","Spot","Sell","LTC","-0.90404000",""
"62802503","2021-03-16 21:00:45","Spot","Binance Convert","USDT","-180.45559617",""
"62802503","2021-03-16 21:00:45","Spot","Binance Convert","DOT","5.14404288",""
"62802503","2021-03-16 21:36:04","Spot","Withdraw","DOT","-5.14404288","Withdraw fee is included"
"62802503","2021-03-17 19:17:33","Spot","Deposit","DOT","4.98538288",""
"62802503","2021-03-20 20:32:20","Spot","Fee","USDT","-0.19372200",""
"62802503","2021-03-20 20:32:20","Spot","Sell","DOT","-4.98000000",""
"62802503","2021-03-20 20:32:20","Spot","Buy","USDT","193.72200000",""
"62802503","2021-04-13 18:10:33","Spot","Deposit","ADA","400.00000000",""
"62802503","2021-04-13 18:12:13","Spot","Binance Convert","ADA","-100.00000000",""
"62802503","2021-04-13 18:12:13","Spot","Binance Convert","USDT","140.53000000",""
"62802503","2021-04-14 08:26:36","Spot","Sell","ADA","-100.00000000",""
"62802503","2021-04-14 08:26:36","Spot","Fee","USDT","-0.15455400",""
"62802503","2021-04-14 08:26:36","Spot","Buy","USDT","154.55400000",""
"62802503","2021-04-16 08:23:44","Spot","Fee","USDT","-0.07159500",""
"62802503","2021-04-16 08:23:44","Spot","Buy","USDT","71.59500000",""
"62802503","2021-04-16 08:23:44","Spot","Sell","ADA","-50.00000000",""
"62802503","2021-04-18 09:59:18","Spot","Fee","ADA","-0.05000000",""
"62802503","2021-04-18 09:59:18","Spot","Buy","ADA","50.00000000",""
"62802503","2021-04-18 09:59:18","Spot","Sell","USDT","-59.85150000",""
"62802503","2021-04-18 12:18:03","Spot","Buy","XRP","16.50000000",""
"62802503","2021-04-18 12:18:03","Spot","Sell","USDT","-19.95493500",""
"62802503","2021-04-18 12:18:03","Spot","Fee","XRP","-0.01650000",""
"62802503","2021-04-18 13:53:10","Spot","Binance Convert","USDT","-286.57469400",""
"62802503","2021-04-18 13:53:10","Spot","Binance Convert","ADA","236.06212129",""
"62802503","2021-04-18 14:09:07","Spot","Withdraw","ADA","-434.00000000","Withdraw fee is included"
"62802503","2021-04-18 14:24:10","Spot","Deposit","LTC","1.26286623",""
"62802503","2021-04-18 14:52:59","Spot","Binance Convert","ADA","84.85830784",""
"62802503","2021-04-18 14:52:59","Spot","Binance Convert","LTC","-0.40000000",""
"62802503","2021-04-18 14:53:40","Spot","Binance Convert","USDT","171.91440603",""
"62802503","2021-04-18 14:53:40","Spot","Binance Convert","LTC","-0.66286642",""
"62802503","2021-04-18 15:15:04","Spot","Withdraw","ADA","-86.87000000","Withdraw fee is included"
"62802503","2021-04-22 21:31:13","Spot","Fee","BTC","-0.00000197",""
"62802503","2021-04-22 21:31:13","Spot","Buy","BTC","0.00197100",""
"62802503","2021-04-22 21:31:13","Spot","Sell","USDT","-101.17787517",""
"62802503","2021-04-23 02:24:05","Spot","Buy","ADA","132.10000000",""
"62802503","2021-04-23 02:24:05","Spot","Sell","USDT","-132.10000000",""
"62802503","2021-04-23 02:24:05","Spot","Fee","ADA","-0.13210000",""
"62802503","2021-04-23 06:20:09","Spot","Fee","USDT","-0.04474600",""
"62802503","2021-04-23 06:20:09","Spot","Sell","LTC","-0.20000000",""
"62802503","2021-04-23 06:20:09","Spot","Buy","USDT","44.74600000",""
"62802503","2021-04-23 18:55:01","Spot","Withdraw","ADA","-131.96832900","Withdraw fee is included"
"62802503","2021-05-06 20:00:06","Spot","Deposit","ADA","200.00000000",""
"62802503","2021-05-06 20:20:52","Spot","Buy","USDT","158.56000000",""
"62802503","2021-05-06 20:20:52","Spot","Sell","ADA","-100.00000000",""
"62802503","2021-05-06 20:20:52","Spot","Fee","USDT","-0.15856000",""
"62802503","2021-05-07 13:04:07","Spot","Buy","USDT","86.84000000",""
"62802503","2021-05-07 13:04:07","Spot","Sell","ADA","-50.00000000",""
"62802503","2021-05-07 13:04:07","Spot","Fee","USDT","-0.08684000",""
"62802503","2021-05-09 14:37:31","Spot","Buy","USDT","91.19000000",""
"62802503","2021-05-09 14:37:31","Spot","Sell","ADA","-50.00000000",""
"62802503","2021-05-09 14:37:31","Spot","Fee","USDT","-0.09119000",""
"62802503","2021-05-09 14:52:33","Spot","Deposit","ADA","192.73348200",""
"62802503","2021-05-09 14:54:40","Spot","Sell","ADA","-96.36000000",""
"62802503","2021-05-09 14:54:40","Spot","Buy","USDT","173.90089200",""
"62802503","2021-05-09 14:54:40","Spot","Fee","USDT","-0.17390089",""
"62802503","2021-05-09 15:10:10","Spot","Deposit","LTC","1.04342350",""
"62802503","2021-05-09 15:19:42","Spot","Buy","USDT","275.23174250",""
"62802503","2021-05-09 15:19:42","Spot","Sell","LTC","-0.28267000",""
"62802503","2021-05-09 15:19:42","Spot","Fee","USDT","-0.27523174",""
"62802503","2021-05-09 15:19:42","Spot","Sell","LTC","-0.76075000",""
"62802503","2021-05-09 15:19:42","Spot","Buy","USDT","102.26435260",""
"62802503","2021-05-09 15:19:42","Spot","Fee","USDT","-0.10226435",""
"62802503","2021-05-09 15:32:59","Spot","Sell","USDT","-302.88000000",""
"62802503","2021-05-09 15:32:59","Spot","Buy","ALGO","200.00000000",""
"62802503","2021-05-09 15:32:59","Spot","Fee","ALGO","-0.20000000",""
"62802503","2021-05-09 15:43:01","Spot","Withdraw","ALGO","-199.80000000","Withdraw fee is included"
"62802503","2021-05-13 10:56:06","Spot","Sell","USDT","-99.96000000",""
"62802503","2021-05-13 10:56:06","Spot","Buy","BTC","0.00204000",""
"62802503","2021-05-13 10:56:06","Spot","Fee","BTC","-0.00000204",""
"62802503","2021-05-13 11:19:11","Spot","Buy","USDT","146.13710000",""
"62802503","2021-05-13 11:19:11","Spot","Fee","USDT","-0.14613710",""
"62802503","2021-05-13 11:19:11","Spot","Sell","ADA","-5.53000000",""
"62802503","2021-05-13 11:19:11","Spot","Buy","USDT","20.01363600",""
"62802503","2021-05-13 11:19:11","Spot","Sell","ADA","-10.94000000",""
"62802503","2021-05-13 11:19:11","Spot","Buy","USDT","10.11658200",""
"62802503","2021-05-13 11:19:11","Spot","Sell","ADA","-79.90000000",""
"62802503","2021-05-13 11:19:11","Spot","Fee","USDT","-0.01011658",""
"62802503","2021-05-13 11:19:11","Spot","Fee","USDT","-0.02001364",""
"62802503","2021-05-13 16:51:52","Spot","Fee","BTC","-0.00000206",""
"62802503","2021-05-13 16:51:52","Spot","Sell","USDT","-99.95850000",""
"62802503","2021-05-13 16:51:52","Spot","Buy","BTC","0.00206100",""
"62802503","2021-05-15 08:38:04","Spot","Deposit","ADA","30.00000000",""
"62802503","2021-05-15 08:40:02","Spot","Buy","USDT","63.60600000",""
"62802503","2021-05-15 08:40:02","Spot","Fee","USDT","-0.06360600",""
"62802503","2021-05-15 08:40:02","Spot","Sell","ADA","-30.00000000",""
"62802503","2021-05-15 08:40:05","Spot","Deposit","ADA","100.00000000",""
"62802503","2021-05-15 08:44:47","Spot","Sell","ADA","-100.00000000",""
"62802503","2021-05-15 08:44:47","Spot","Buy","USDT","211.55000000",""
"62802503","2021-05-15 08:44:47","Spot","Fee","USDT","-0.21155000",""
"62802503","2021-05-15 10:32:29","Spot","Fee","BTC","-0.00000104",""
"62802503","2021-05-15 10:32:29","Spot","Sell","USDT","-49.94416926",""
"62802503","2021-05-15 10:32:29","Spot","Buy","BTC","0.00103800",""
"62802503","2021-05-15 10:32:30","Spot","Sell","USDT","-49.91786634",""
"62802503","2021-05-15 10:32:30","Spot","Buy","BTC","0.00103800",""
"62802503","2021-05-15 10:32:30","Spot","Fee","BTC","-0.00000104",""
"62802503","2021-05-15 17:26:46","Spot","Buy","BTC","0.00062600",""
"62802503","2021-05-15 17:26:46","Spot","Fee","BTC","-4.2E-7",""
"62802503","2021-05-15 17:26:46","Spot","Sell","USDT","-19.98668254",""
"62802503","2021-05-15 17:26:46","Spot","Buy","BTC","0.00041800",""
"62802503","2021-05-15 17:26:46","Spot","Fee","BTC","-6.3E-7",""
"62802503","2021-05-15 17:26:46","Spot","Sell","USDT","-29.93221504",""
"62802503","2021-05-16 17:31:50","Spot","Buy","BTC","0.00043500",""
"62802503","2021-05-16 17:31:50","Spot","Sell","USDT","-20.39715000",""
"62802503","2021-05-16 17:31:50","Spot","Fee","BTC","-1.0E-7",""
"62802503","2021-05-16 17:31:50","Spot","Buy","BTC","0.00009800",""
"62802503","2021-05-16 17:31:50","Spot","Fee","BTC","-4.4E-7",""
"62802503","2021-05-16 17:31:50","Spot","Sell","USDT","-4.59522000",""
"62802503","2021-05-17 03:20:27","Spot","Fee","BTC","-0.00000114",""
"62802503","2021-05-17 03:20:27","Spot","Buy","BTC","0.00113600",""
"62802503","2021-05-17 03:20:27","Spot","Sell","USDT","-49.98400000",""
"62802503","2021-05-17 03:56:48","Spot","Buy","BTC","0.00116200",""
"62802503","2021-05-17 03:56:48","Spot","Fee","BTC","-0.00000116",""
"62802503","2021-05-17 03:56:48","Spot","Sell","USDT","-49.96600000",""
"62802503","2021-05-18 18:37:35","Spot","Buy","BTC","0.00058800",""
"62802503","2021-05-18 18:37:35","Spot","Fee","BTC","-5.9E-7",""
"62802503","2021-05-18 18:37:35","Spot","Sell","USDT","-24.99000000",""
"62802503","2021-05-19 01:17:21","Spot","Fee","BTC","-7.1E-7",""
"62802503","2021-05-19 01:17:21","Spot","Buy","BTC","0.00071400",""
"62802503","2021-05-19 01:17:21","Spot","Sell","USDT","-29.98800000",""
"62802503","2021-05-19 06:04:39","Spot","Sell","USDT","-24.93328950",""
"62802503","2021-05-19 06:04:39","Spot","Sell","USDT","-0.03957665",""
"62802503","2021-05-19 06:04:39","Spot","Buy","BTC","0.00063000",""
"62802503","2021-05-19 06:04:39","Spot","Fee","BTC","-1E-8",""
"62802503","2021-05-19 06:04:39","Spot","Buy","BTC","0.00000100",""
"62802503","2021-05-19 06:04:39","Spot","Fee","BTC","-6.3E-7",""
"62802503","2021-05-19 12:25:33","Spot","Buy","ADA","12.90000000",""
"62802503","2021-05-19 12:25:33","Spot","Fee","ADA","-0.01290000",""
"62802503","2021-05-19 12:25:33","Spot","Sell","USDT","-19.99500000",""
"62802503","2021-05-19 12:31:16","Spot","Fee","ADA","-0.01333000",""
"62802503","2021-05-19 12:31:16","Spot","Sell","USDT","-19.99500000",""
"62802503","2021-05-19 12:31:16","Spot","Buy","ADA","13.33000000",""
"62802503","2021-05-19 12:45:05","Spot","Fee","ADA","-0.10000000",""
"62802503","2021-05-19 12:45:05","Spot","Buy","ADA","100.00000000",""
"62802503","2021-05-19 12:45:05","Spot","Sell","USDT","-130.00000000",""
"62802503","2021-05-19 14:06:58","Spot","Fee","ADA","-0.10714000",""
"62802503","2021-05-19 14:06:58","Spot","Buy","ADA","107.14000000",""
"62802503","2021-05-19 14:06:58","Spot","Sell","USDT","-149.99600000",""
"62802503","2021-05-19 19:01:05","Spot","Withdraw","ADA","-233.14011200","Withdraw fee is included"
"62802503","2021-05-21 08:34:42","Spot","Sell","USDT","-39.99287000",""
"62802503","2021-05-21 08:34:42","Spot","Fee","BTC","-0.00000100",""
"62802503","2021-05-21 08:34:42","Spot","Buy","BTC","0.00100000",""
"62802503","2021-05-21 14:27:10","Spot","Buy","BTC","0.00105200",""
"62802503","2021-05-21 14:27:10","Spot","Sell","USDT","-39.97600000",""
"62802503","2021-05-21 14:27:10","Spot","Fee","BTC","-0.00000105",""
"62802503","2021-05-21 14:39:24","Spot","Sell","USDT","-49.99500000",""
"62802503","2021-05-21 14:39:24","Spot","Buy","ADA","33.33000000",""
"62802503","2021-05-21 14:39:24","Spot","Fee","ADA","-0.03333000",""
"62802503","2021-05-21 21:07:42","Spot","Buy","BTC","0.00114200",""
"62802503","2021-05-21 21:07:42","Spot","Fee","BTC","-0.00000114",""
"62802503","2021-05-21 21:07:42","Spot","Sell","USDT","-39.97000000",""
"62802503","2021-05-21 21:13:59","Spot","Sell","USDT","-83.80800000",""
"62802503","2021-05-21 21:13:59","Spot","Buy","ADA","62.08000000",""
"62802503","2021-05-21 21:13:59","Spot","Fee","ADA","-0.06208000",""
"62802503","2021-05-21 21:26:10","Spot","Deposit","LTC","2.35570760",""
"62802503","2021-05-21 21:29:06","Spot","Sell","LTC","-2.35571000",""
"62802503","2021-05-21 21:29:06","Spot","Fee","USDT","-0.40313265",""
"62802503","2021-05-21 21:29:06","Spot","Buy","USDT","403.13265230",""
"62802503","2021-05-23 08:11:26","Spot","Buy","ADA","14.81000000",""
"62802503","2021-05-23 08:11:26","Spot","Sell","USDT","-19.99350000",""
"62802503","2021-05-23 08:11:26","Spot","Fee","ADA","-0.01481000",""
"62802503","2021-05-23 08:15:28","Spot","Buy","BTC","0.00057100",""
"62802503","2021-05-23 08:15:28","Spot","Fee","BTC","-5.7E-7",""
"62802503","2021-05-23 08:15:28","Spot","Sell","USDT","-19.98500000",""
"62802503","2021-05-23 12:27:57","Spot","Sell","USDT","-39.99600000",""
"62802503","2021-05-23 12:27:57","Spot","Fee","ADA","-0.03333000",""
"62802503","2021-05-23 12:27:57","Spot","Buy","ADA","33.33000000",""
"62802503","2021-05-23 13:02:06","Spot","Buy","ADA","28.51000000",""
"62802503","2021-05-23 13:02:06","Spot","Sell","USDT","-32.90054000",""
"62802503","2021-05-23 13:02:06","Spot","Fee","ADA","-0.02851000",""
"62802503","2021-05-23 13:15:05","Spot","Withdraw","ADA","-28.51000000","Withdraw fee is included"
"62802503","2021-05-23 16:18:09","Spot","Fee","BTC","-0.00000156",""
"62802503","2021-05-23 16:18:09","Spot","Sell","USDT","-49.98400000",""
"62802503","2021-05-23 16:18:09","Spot","Buy","BTC","0.00156200",""
"62802503","2021-05-23 16:26:54","Spot","Sell","USDT","-49.99500000",""
"62802503","2021-05-23 16:26:54","Spot","Buy","ADA","45.45000000",""
"62802503","2021-05-23 16:26:54","Spot","Fee","ADA","-0.04545000",""
"62802503","2021-05-24 21:03:01","Spot","Withdraw","ADA","-188.78249000","Withdraw fee is included"
"62802503","2021-06-18 22:00:46","Spot","Buy","ADA","21.30000000",""
"62802503","2021-06-18 22:00:46","Spot","Fee","ADA","-0.02130000",""
"62802503","2021-06-18 22:00:46","Spot","Sell","USDT","-29.99253000",""
"62802503","2021-06-21 06:35:51","Spot","Buy","ADA","30.49000000",""
"62802503","2021-06-21 06:35:51","Spot","Sell","USDT","-39.98763500",""
"62802503","2021-06-21 06:35:51","Spot","Fee","ADA","-0.03049000",""
"62802503","2021-06-21 10:31:13","Spot","Buy","ADA","32.37000000",""
"62802503","2021-06-21 10:31:13","Spot","Fee","ADA","-0.03237000",""
"62802503","2021-06-21 10:31:13","Spot","Sell","USDT","-42.08100000",""
"62802503","2021-06-21 11:25:04","Spot","Fee","ADA","-0.04000000",""
"62802503","2021-06-21 11:25:04","Spot","Sell","USDT","-50.00000000",""
"62802503","2021-06-21 11:25:04","Spot","Buy","ADA","40.00000000",""
"62802503","2021-06-22 06:40:29","Spot","Sell","USDT","-30.00000000",""
"62802503","2021-06-22 06:40:29","Spot","Buy","ADA","25.00000000",""
"62802503","2021-06-22 06:40:29","Spot","Fee","ADA","-0.02500000",""
"62802503","2021-06-22 08:21:55","Spot","Sell","USDT","-29.99200000",""
"62802503","2021-06-22 08:21:55","Spot","Fee","ADA","-0.02608000",""
"62802503","2021-06-22 08:21:55","Spot","Buy","ADA","26.08000000",""
"62802503","2021-06-22 08:52:36","Spot","Deposit","LTC","2.99719265",""
"62802503","2021-06-22 08:54:31","Spot","Fee","USDC","-0.36529752",""
"62802503","2021-06-22 08:54:31","Spot","Buy","USDC","365.29751720",""
"62802503","2021-06-22 08:54:31","Spot","Sell","LTC","-2.99719000",""
"62802503","2021-06-22 09:46:55","Spot","Sell","USDT","-51.62300000",""
"62802503","2021-06-22 09:46:55","Spot","Buy","ADA","46.93000000",""
"62802503","2021-06-22 09:46:55","Spot","Fee","ADA","-0.04693000",""
"62802503","2021-06-22 14:00:29","Spot","Small Assets Exchange BNB","BNB","0.00000170",""
"62802503","2021-06-22 14:00:29","Spot","Small Assets Exchange BNB","BNB","0.03634306",""
"62802503","2021-06-22 14:00:29","Spot","Small Assets Exchange BNB","USDT","-0.00745498",""
"62802503","2021-06-22 14:00:29","Spot","Small Assets Exchange BNB","XRP","-16.48350000",""
"62802503","2021-06-22 14:00:29","Spot","Small Assets Exchange BNB","TRX","-0.03298783",""
"62802503","2021-06-22 14:00:29","Spot","Small Assets Exchange BNB","BNB","0.00041094",""
"62802503","2021-06-22 14:00:29","Spot","Small Assets Exchange BNB","BNB","0.00000656",""
"62802503","2021-06-22 14:00:29","Spot","Small Assets Exchange BNB","LTC","-0.00000375",""
"62802503","2021-06-22 14:00:29","Spot","Small Assets Exchange BNB","LRC","-0.54540000",""
"62802503","2021-06-22 14:00:29","Spot","Small Assets Exchange BNB","DOT","-0.00538288",""
"62802503","2021-06-22 14:00:29","Spot","Small Assets Exchange BNB","BNB","0.00003131",""
"62802503","2021-06-22 14:00:29","Spot","Small Assets Exchange BNB","BNB","0.00030578",""
"62802503","2021-06-22 18:48:01","Spot","Withdraw","ADA","-221.94783000","Withdraw fee is included"
"62802503","2021-06-25 16:21:52","Spot","Transaction Fee","BNB","-0.00007921",""
"62802503","2021-06-25 16:21:52","Spot","Transaction Spend","USDC","-30.00000000",""
"62802503","2021-06-25 16:21:52","Spot","Transaction Buy","ADA","24.00000000",""
"62802503","2021-06-26 08:08:07","Spot","Transaction Spend","USDC","-49.66800000",""
"62802503","2021-06-26 08:08:07","Spot","Transaction Fee","BNB","-0.00014034",""
"62802503","2021-06-26 08:08:07","Spot","Transaction Buy","ADA","41.39000000",""
"62802503","2021-07-13 09:33:41","Spot","Transaction Spend","USDC","-39.00000000",""
"62802503","2021-07-13 09:33:41","Spot","Transaction Buy","ADA","30.00000000",""
"62802503","2021-07-13 09:33:41","Spot","Transaction Fee","BNB","-0.00009351",""
"62802503","2021-07-13 19:49:44","Spot","Transaction Fee","BNB","-0.00004908",""
"62802503","2021-07-13 19:49:44","Spot","Transaction Spend","USDC","-37.50000000",""
"62802503","2021-07-13 19:49:44","Spot","Transaction Buy","ADA","16.00000000",""
"62802503","2021-07-13 19:49:44","Spot","Transaction Spend","USDC","-20.00000000",""
"62802503","2021-07-13 19:49:44","Spot","Transaction Fee","BNB","-0.00009202",""
"62802503","2021-07-13 19:49:44","Spot","Transaction Buy","ADA","30.00000000",""
"62802503","2021-07-14 05:40:42","Spot","Withdraw","ADA","-141.39000000","Withdraw fee is included"
"62802503","2021-07-14 05:43:28","Spot","Transaction Buy","ADA","22.94000000",""
"62802503","2021-07-14 05:43:28","Spot","Transaction Spend","USDC","-27.52800000",""
"62802503","2021-07-14 05:43:28","Spot","Transaction Fee","BNB","-0.00007060",""
"62802503","2021-07-14 05:43:28","Spot","Transaction Fee","BNB","-0.00006411",""
"62802503","2021-07-14 05:43:28","Spot","Transaction Buy","ADA","20.83000000",""
